student_id,subject_id,difficulty,previous_score,days_until_exam,topics_remaining,available_hours_total,priority_weight,recommended_hours
256,3,5,77,21,6,6,4.7362,1.8
257,0,1,63,33,4,7,2.643,1.27
257,1,1,70,60,7,7,3.2667,1.52
257,2,2,61,39,5,7,3.3364,1.53
257,3,1,76,55,5,7,2.5618,1.21
257,4,1,86,14,5,7,2.8943,1.41
258,0,2,80,60,6,3,3.1667,0.22
258,1,3,76,47,5,3,3.3928,0.23
258,2,3,66,46,10,3,5.0974,0.36
258,3,4,67,38,7,3,4.6232,0.32
258,4,3,87,23,8,3,4.2948,0.31
258,5,3,70,17,9,3,5.0882,0.37
258,6,4,69,33,8,3,4.923,0.36
258,7,5,76,30,6,3,4.6133,0.31
258,8,1,62,39,5,3,2.9164,0.21
258,9,3,77,44,7,3,3.9873,0.27
259,0,2,83,60,8,6,3.7067,0.54
259,1,3,57,17,8,6,5.0482,0.74
259,2,2,69,23,6,6,3.6548,0.5
259,3,5,67,21,8,6,5.5362,0.83
259,4,2,59,49,8,6,4.2241,0.58
259,5,4,78,18,7,6,4.6956,0.69
259,6,5,79,53,10,6,5.6087,0.77
259,7,5,52,10,5,6,5.46,0.75
259,8,1,75,26,9,6,3.9846,0.58
260,0,2,82,59,7,4,3.4295,0.44
260,1,3,74,9,6,4,4.6311,0.61
260,2,1,60,51,7,4,3.4961,0.45
260,3,1,79,41,8,4,3.4639,0.47
260,4,5,84,15,6,4,4.7867,0.62
260,5,4,64,52,8,4,4.9123,0.65
260,6,5,74,54,7,4,4.8052,0.68
261,0,4,77,5,6,6,5.86,1.61
261,1,2,87,46,3,6,2.1774,0.58
261,2,1,80,40,5,6,2.55,0.69
261,3,3,78,51,2,6,2.4361,0.7
261,4,4,95,30,8,6,4.4333,1.2
261,5,3,69,18,5,6,3.8756,1.04
262,0,5,63,20,5,7,4.74,1.01
262,1,4,59,17,5,7,4.5082,0.98
262,2,1,90,10,9,7,4.3,0.91
262,3,4,72,40,9,7,5.11,1.05
262,4,4,95,34,6,7,3.7941,0.81
262,5,5,83,54,9,7,5.2252,1.09
262,6,5,61,54,6,7,4.7652,1.05
263,0,4,64,46,8,5,4.9374,1.47
263,1,4,77,9,3,5,4.0711,1.16
263,2,1,86,10,8,5,4.08,1.25
263,3,4,90,32,6,5,3.9125,1.13
264,0,4,74,60,6,6,4.0867,0.78
264,1,3,76,25,8,6,4.48,0.84
264,2,2,81,51,6,6,3.1761,0.57
264,3,5,77,30,6,6,4.5933,0.87
264,4,5,80,18,5,6,4.4556,0.82
264,5,4,83,30,7,6,4.3733,0.79
264,6,5,74,39,6,6,4.5764,0.86
264,7,1,75,24,7,6,3.4167,0.62
265,0,3,82,30,7,3,3.9933,0.29
265,1,4,63,10,4,3,4.54,0.33
265,2,5,55,26,10,3,6.2846,0.45
265,3,3,88,38,6,3,3.5032,0.25
265,4,3,63,33,7,3,4.343,0.31
265,5,5,74,11,7,3,5.5291,0.41
265,6,1,63,42,7,3,3.4781,0.24
265,7,4,63,60,11,3,5.8067,0.43
265,8,3,68,16,7,3,4.565,0.31
266,0,2,80,38,5,7,2.9632,0.64
266,1,5,70,52,5,7,4.2923,0.9
266,2,2,79,22,3,7,2.5745,0.55
266,3,4,81,16,3,7,3.505,0.78
266,4,3,95,51,5,7,2.9961,0.63
266,5,1,72,23,5,7,2.8948,0.64
266,6,4,78,7,3,7,4.3686,0.95
266,7,2,72,11,8,7,4.6691,0.97
266,8,4,83,17,5,7,4.0282,0.91
267,0,1,47,30,5,7,3.2933,0.68
267,1,4,61,6,4,7,5.2467,1.04
267,2,3,59,41,5,7,3.7639,0.78
267,3,3,88,40,5,7,3.19,0.62
267,4,2,68,29,10,7,4.7848,0.96
267,5,2,69,18,7,7,4.0756,0.81
267,6,2,62,51,3,7,2.6561,0.55
267,7,3,72,30,10,7,5.0933,1.05
267,8,2,78,58,6,7,3.2124,0.65
268,0,3,69,47,10,6,5.0328,1.52
268,1,4,75,22,6,6,4.3545,1.25
268,2,1,63,33,6,6,3.243,1.02
268,3,1,78,16,4,6,2.665,0.79
268,4,4,82,39,8,6,4.6164,1.33
269,0,3,72,50,7,4,4.06,0.43
269,1,2,76,47,8,4,3.8928,0.45
269,2,5,79,21,6,4,4.6962,0.54
269,3,5,72,12,7,4,5.4933,0.58
269,4,3,77,33,8,4,4.363,0.5
269,5,3,74,24,10,4,5.1367,0.6
269,6,2,82,29,8,4,3.9048,0.45
269,7,2,74,36,9,4,4.2978,0.5
270,0,4,64,10,11,8,6.62,2.06
270,1,1,68,19,8,8,3.9663,1.19
270,2,5,76,57,5,8,4.1554,1.3
270,3,3,54,48,7,8,4.4283,1.38
270,4,2,73,40,5,8,3.09,0.98
270,5,3,76,49,7,8,3.9841,1.2
271,0,1,68,8,2,7,2.89,0.73
271,1,5,66,28,4,7,4.2371,1.1
271,2,1,84,19,4,7,2.4463,0.64
271,3,4,87,60,7,7,4.1267,1.07
271,4,2,89,36,4,7,2.4978,0.63
271,5,5,88,17,9,7,5.5282,1.33
271,6,1,86,44,4,7,2.1073,0.51
271,7,5,88,50,6,7,4.24,1.03
272,0,1,62,22,7,7,3.7145,1.41
272,1,2,71,30,7,7,3.8133,1.32
272,2,5,64,46,3,7,3.8374,1.38
272,3,2,72,35,8,7,4.0457,1.42
272,4,2,82,29,8,7,3.9048,1.43
273,0,1,67,53,6,5,3.0487,0.77
273,1,5,58,14,2,5,4.1543,1.03
273,2,1,80,40,7,5,3.15,0.78
273,3,1,65,18,6,5,3.4556,0.82
273,4,2,67,16,5,5,3.585,0.91
273,5,3,72,51,4,5,3.1561,0.78
274,0,1,68,53,6,8,3.0287,1.42
274,1,3,78,32,5,8,3.4525,1.53
274,2,4,59,18,6,8,4.7756,2.1
274,3,2,84,47,4,8,2.5328,1.1
274,4,5,95,25,4,8,3.7,1.75
275,0,4,68,42,8,5,4.8781,0.95
275,1,1,83,57,2,5,1.5154,0.29
275,2,4,77,8,6,5,5.11,0.97
275,3,3,67,17,5,5,3.9482,0.75
275,4,2,69,47,6,5,3.4328,0.61
275,5,1,88,20,2,5,1.74,0.31
275,6,2,75,16,3,5,2.825,0.55
275,7,5,75,58,2,5,3.2724,0.64
276,0,3,91,16,5,5,3.505,2.8
276,1,2,76,39,5,5,3.0364,2.21
277,0,4,69,55,3,6,3.3018,0.86
277,1,1,87,45,4,6,2.0822,0.54
277,2,1,86,58,5,6,2.3524,0.62
277,3,1,87,53,5,6,2.3487,0.61
277,4,5,92,35,10,6,5.4457,1.39
277,5,2,74,9,6,6,4.2311,1.05
277,6,1,82,9,6,6,3.6711,0.97
278,0,4,78,46,2,4,2.8574,0.34
278,1,5,77,40,8,4,5.11,0.61
278,2,4,95,28,2,4,2.6571,0.32
278,3,4,79,8,6,4,5.07,0.57
278,4,1,81,32,3,4,1.9925,0.23
278,5,1,73,24,8,4,3.7567,0.44
278,6,5,73,23,5,4,4.4748,0.5
278,7,2,67,48,6,4,3.4683,0.39
278,8,2,78,58,5,4,2.9124,0.34
278,9,1,95,51,5,4,2.1961,0.25
279,0,4,79,56,4,4,3.3986,1.75
279,1,5,85,51,6,4,4.2961,2.3
280,0,3,77,41,9,6,4.6039,1.26
280,1,4,74,34,6,6,4.2141,1.12
280,2,2,74,59,10,6,4.4895,1.26
280,3,3,79,51,6,6,3.6161,1.05
280,4,4,69,34,7,6,4.6141,1.28
281,0,4,88,7,2,3,3.8686,1.25
281,1,3,77,55,3,3,2.7418,0.9
281,2,2,86,38,3,3,2.2432,0.73
282,0,4,68,58,10,3,5.4124,0.5
282,1,5,85,9,8,3,5.8111,0.56
282,2,2,94,15,3,3,2.4867,0.23
282,3,5,88,7,5,3,5.1686,0.49
282,4,2,83,14,9,3,4.5543,0.43
282,5,3,78,60,2,3,2.4067,0.22
282,6,3,95,50,4,3,2.7,0.26
282,7,2,95,19,6,3,3.2263,0.31
283,0,3,95,20,7,5,3.9,1.22
283,1,4,77,42,5,5,3.7981,1.24
283,2,5,74,55,7,5,4.8018,1.55
283,3,3,83,11,3,5,3.3491,1.11
284,0,5,81,53,8,5,4.9687,2.63
284,1,2,45,20,7,5,4.5,2.26
285,0,2,84,27,3,7,2.3904,0.59
285,1,2,69,36,6,7,3.4978,0.93
285,2,1,73,29,3,7,2.1848,0.58
285,3,5,83,37,5,7,4.1103,1.09
285,4,2,92,25,5,7,2.86,0.75
285,5,3,80,39,7,7,3.9564,1.02
285,6,3,78,19,5,7,3.6663,0.9
285,7,2,92,25,2,7,1.96,0.51
285,8,3,74,27,2,7,2.6904,0.66
286,0,1,60,21,8,6,4.0762,0.87
286,1,2,80,30,6,6,3.3333,0.71
286,2,2,81,20,6,6,3.48,0.76
286,3,5,58,51,8,6,5.4361,1.17
286,4,2,74,39,6,6,3.3764,0.77
286,5,4,72,20,4,6,3.86,0.86
286,6,4,64,36,4,6,3.7978,0.83
287,0,3,66,18,6,4,4.2356,1.98
287,1,4,80,27,6,4,4.1704,1.95
288,0,1,88,52,8,3,3.2323,0.3
288,1,5,80,12,6,3,5.0333,0.46
288,2,1,75,58,5,3,2.5724,0.24
288,3,2,77,14,7,3,4.0743,0.41
288,4,2,80,52,9,3,4.0923,0.39
288,5,2,81,14,8,3,4.2943,0.42
288,6,2,76,47,9,3,4.1928,0.4
288,7,1,73,16,7,3,3.665,0.34
289,0,3,90,13,9,5,4.8692,1.13
289,1,1,74,53,5,5,2.6087,0.59
289,2,2,79,32,4,5,2.7325,0.66
289,3,4,85,23,3,5,3.2348,0.72
289,4,4,79,29,6,5,4.1648,1.0
289,5,4,64,25,4,5,3.92,0.92
290,0,4,72,48,9,5,5.0683,2.07
290,1,5,71,59,7,5,4.8495,1.92
290,2,4,75,56,2,5,2.8786,1.16
291,0,2,93,26,4,8,2.5246,1.25
291,1,3,95,13,2,8,2.6692,1.35
291,2,2,81,17,8,8,4.1682,1.98
291,3,3,95,15,3,8,2.8667,1.38
291,4,5,81,8,2,8,4.23,1.96
292,0,1,64,10,10,7,5.12,1.96
292,1,2,89,5,3,7,3.92,1.56
292,2,1,83,34,4,7,2.2341,0.89
292,3,1,62,36,6,7,3.2378,1.27
292,4,2,70,14,5,7,3.6143,1.36
293,0,4,70,36,6,6,4.2778,1.39
293,1,5,81,5,2,6,4.98,1.68
293,2,5,90,15,6,6,4.6667,1.49
293,3,1,79,50,2,6,1.62,0.52
293,4,3,77,42,2,6,2.4981,0.86
294,0,1,85,22,4,6,2.3545,0.61
294,1,2,88,51,5,6,2.7361,0.75
294,2,4,82,16,3,6,3.485,0.92
294,3,1,68,13,5,6,3.3092,0.87
294,4,2,91,32,3,6,2.1925,0.6
294,5,1,67,44,9,6,3.9873,1.05
294,6,5,77,53,6,6,4.4487,1.23
295,0,5,74,30,2,8,3.4533,2.41
295,1,4,74,27,2,8,3.0904,2.2
295,2,5,83,25,8,8,5.14,3.58
296,0,5,66,21,7,5,5.2562,1.55
296,1,3,84,35,9,5,4.5057,1.33
296,2,1,67,50,6,5,3.06,0.99
296,3,1,67,20,6,5,3.36,1.08
297,0,4,74,17,3,8,3.6082,1.01
297,1,5,72,54,4,8,3.9452,1.13
297,2,2,87,25,2,8,2.06,0.59
297,3,3,70,45,4,8,3.2222,0.9
297,4,4,75,35,7,8,4.4857,1.19
297,5,3,83,51,7,8,3.8361,1.02
297,6,5,73,23,6,8,4.7748,1.37
297,7,3,77,50,4,8,3.06,0.84
298,0,1,77,15,3,6,2.4267,0.97
298,1,4,83,57,5,6,3.6154,1.54
298,2,3,81,19,7,6,4.2063,1.74
298,3,4,87,39,7,6,4.2164,1.79
299,0,2,69,49,6,8,3.4241,0.7
299,1,2,94,30,6,8,3.0533,0.62
299,2,5,63,21,8,8,5.6162,1.15
299,3,4,56,8,9,8,6.43,1.29
299,4,4,71,10,8,8,5.58,1.12
299,5,4,78,58,5,8,3.7124,0.71
299,6,5,80,27,6,8,4.5704,0.92
299,7,5,78,11,4,8,4.5491,0.87
299,8,3,72,23,6,8,3.9948,0.77
300,0,3,69,43,8,5,4.4526,0.58
300,1,2,75,55,11,5,4.7818,0.65
300,2,5,76,49,6,5,4.4841,0.58
300,3,3,51,19,8,5,5.1063,0.66
300,4,2,84,40,4,5,2.57,0.34
300,5,1,80,56,10,5,3.9786,0.52
300,6,1,68,54,8,5,3.6252,0.46
300,7,4,72,55,5,5,3.8418,0.49
300,8,5,65,57,7,5,4.9754,0.63
301,0,1,95,11,3,4,2.3091,1.46
301,1,3,88,27,7,4,3.9104,2.59
302,0,1,62,20,9,7,4.36,1.14
302,1,4,76,9,10,7,6.1911,1.65
302,2,5,71,57,7,7,4.8554,1.3
302,3,4,75,30,8,7,4.8333,1.26
302,4,2,71,59,2,7,2.1495,0.57
302,5,1,76,21,7,7,3.4562,0.9
303,0,2,80,48,9,5,4.1083,1.5
303,1,2,67,51,11,5,4.9561,1.69
303,2,5,71,44,7,5,4.9073,1.74
304,0,3,68,37,8,6,4.5103,0.59
304,1,3,80,12,5,6,3.9333,0.48
304,2,5,73,44,8,6,5.1673,0.62
304,3,3,95,59,11,6,4.7695,0.58
304,4,2,56,30,7,6,4.1133,0.54
304,5,2,76,18,6,6,3.6356,0.48
304,6,2,61,14,9,6,4.9943,0.66
304,7,3,78,30,9,6,4.6733,0.58
304,8,5,73,47,10,6,5.7528,0.75
304,9,4,87,5,8,6,6.26,0.75
305,0,2,78,28,4,5,2.7971,0.33
305,1,2,79,56,6,5,3.1986,0.4
305,2,1,66,50,7,5,3.38,0.41
305,3,3,58,10,3,5,3.94,0.46
305,4,4,83,50,5,5,3.64,0.47
305,5,3,79,29,10,5,4.9648,0.61
305,6,2,63,9,9,5,5.3511,0.68
305,7,5,73,23,4,5,4.1748,0.52
305,8,4,75,21,6,5,4.3762,0.54
305,9,3,78,50,10,5,4.84,0.6
306,0,3,57,45,3,5,3.1822,0.89
306,1,1,86,18,5,5,2.7356,0.76
306,2,2,89,18,8,5,3.9756,1.06
306,3,5,89,27,7,5,4.6904,1.22
306,4,4,85,57,6,5,3.8754,1.03
307,0,4,78,60,6,8,4.0067,4.48
307,1,4,77,57,4,8,3.4354,3.63
308,0,4,59,33,7,6,4.823,0.9
308,1,5,76,58,6,6,4.4524,0.78
308,2,4,70,60,8,6,4.7667,0.86
308,3,2,89,40,9,6,3.97,0.7
308,4,4,90,34,5,6,3.5941,0.62
308,5,5,68,25,6,6,4.84,0.9
308,6,1,78,28,7,6,3.2971,0.6
308,7,2,80,20,7,6,3.8,0.67
309,0,4,58,14,9,6,5.8543,1.52
309,1,1,85,56,4,6,2.0786,0.51
309,2,5,69,42,6,6,4.6581,1.18
309,3,3,74,24,5,6,3.6367,0.88
309,4,3,69,27,5,6,3.6904,0.93
309,5,3,72,22,6,6,4.0145,0.98
310,0,3,71,20,2,5,2.88,0.84
310,1,5,71,32,8,5,5.2925,1.51
310,2,1,52,48,5,5,3.0683,0.87
310,3,1,85,29,10,5,4.0448,1.1
310,4,2,92,17,3,5,2.4482,0.67
311,0,2,87,38,7,4,3.4232,0.56
311,1,3,57,22,7,4,4.6145,0.73
311,2,5,63,38,9,4,5.7032,0.92
311,3,5,65,7,8,4,6.5286,1.01
311,4,4,72,8,6,4,5.21,0.79
312,0,4,60,59,6,5,4.3695,0.56
312,1,5,66,6,11,5,7.6467,0.93
312,2,2,75,22,7,5,3.8545,0.45
312,3,3,60,13,10,5,5.7692,0.69
312,4,3,63,55,6,5,3.9218,0.48
312,5,2,71,9,7,5,4.5911,0.53
312,6,5,41,58,8,5,5.7524,0.72
312,7,4,74,26,8,5,4.9046,0.59
313,0,4,85,16,5,5,4.025,2.22
313,1,3,62,10,7,5,5.06,2.67
314,0,2,88,6,8,6,5.1067,1.08
314,1,3,66,47,9,6,4.7928,1.08
314,2,4,78,12,9,6,5.5733,1.19
314,3,5,70,22,6,6,4.8545,1.07
314,4,5,53,49,5,6,4.6441,1.02
314,5,2,78,29,4,6,2.7848,0.62
315,0,5,78,44,3,4,3.5673,0.57
315,1,5,86,6,4,4,5.1467,0.85
315,2,2,88,17,5,4,3.1282,0.5
315,3,5,86,28,7,4,4.7371,0.79
315,4,2,83,34,7,4,3.5341,0.58
315,5,4,63,59,5,4,4.0095,0.69
316,0,3,81,38,8,8,4.2432,1.27
316,1,3,72,40,9,8,4.71,1.32
316,2,2,84,18,9,8,4.3756,1.28
316,3,1,58,8,9,8,5.19,1.48
316,4,4,86,24,7,8,4.3967,1.21
316,5,3,88,29,11,8,5.0848,1.44
317,0,3,69,5,6,4,5.62,0.65
317,1,4,62,56,6,4,4.3386,0.49
317,2,5,73,51,9,4,5.4361,0.6
317,3,3,66,6,11,4,6.8467,0.77
317,4,2,60,30,6,4,3.7333,0.41
317,5,4,84,16,8,4,4.945,0.55
317,6,2,75,34,8,4,3.9941,0.44
318,0,3,86,60,4,6,2.8467,1.01
318,1,4,76,41,6,6,4.1239,1.35
318,2,5,95,45,9,6,5.0222,1.75
318,3,5,84,51,2,6,3.1161,1.05
318,4,2,82,51,4,6,2.5561,0.83
319,0,4,76,38,5,8,3.8432,1.84
319,1,2,87,43,4,8,2.4926,1.25
319,2,5,82,35,2,8,3.2457,1.67
319,3,4,75,42,3,8,3.2381,1.68
319,4,1,93,11,6,8,3.2491,1.63
320,0,5,87,60,6,4,4.2267,0.54
320,1,3,95,8,5,4,4.05,0.48
320,2,2,83,11,4,4,3.2491,0.43
320,3,5,89,29,4,4,3.7648,0.48
320,4,4,68,42,4,4,3.6781,0.46
320,5,2,87,58,5,4,2.7324,0.35
320,6,4,80,9,3,4,4.0111,0.48
320,7,1,84,53,5,4,2.4087,0.3
320,8,3,89,6,2,4,3.6867,0.46
321,0,2,61,25,5,8,3.48,0.76
321,1,1,67,27,5,8,2.9304,0.65
321,2,3,85,39,5,8,3.2564,0.7
321,3,2,71,24,4,8,2.9967,0.62
321,4,3,74,60,4,8,3.0867,0.63
321,5,4,77,11,10,8,5.9691,1.3
321,6,4,68,30,6,8,4.3733,0.91
321,7,2,85,60,11,8,4.5667,1.0
321,8,2,86,28,3,8,2.3371,0.5
321,9,5,94,11,5,8,4.5291,0.95
322,0,4,71,19,8,6,5.1063,1.43
322,1,3,92,35,5,6,3.1457,0.81
322,2,2,69,38,9,6,4.3832,1.14
322,3,4,69,30,9,6,5.2533,1.4
322,4,5,95,34,7,6,4.4941,1.15
323,0,2,79,45,12,6,5.0422,1.75
323,1,3,63,35,6,6,4.0257,1.37
323,2,4,64,48,6,6,4.3283,1.57
323,3,2,72,43,8,6,3.9926,1.4
324,0,4,84,23,7,6,4.4548,1.02
324,1,2,72,22,2,6,2.4145,0.57
324,2,2,72,56,8,6,3.9386,0.95
324,3,1,89,22,5,6,2.5745,0.62
324,4,5,75,16,8,6,5.525,1.34
324,5,3,61,14,2,6,3.2943,0.82
324,6,5,84,44,2,6,3.1473,0.72
325,0,1,88,17,5,7,2.7282,0.78
325,1,2,74,19,5,7,3.3463,0.96
325,2,5,82,46,3,7,3.4774,1.0
325,3,4,93,53,7,7,4.0287,1.17
325,4,1,79,29,5,7,2.6648,0.75
325,5,1,74,48,10,7,4.1283,1.21
325,6,1,69,8,7,7,4.37,1.24
326,0,2,73,26,9,7,4.4246,1.9
326,1,3,73,9,9,7,5.5511,2.53
326,2,1,69,13,6,7,3.5892,1.54
326,3,2,76,27,3,7,2.5504,1.06
327,0,2,75,19,6,7,3.6263,2.53
327,1,1,76,12,7,7,3.8133,2.62
327,2,1,76,49,4,7,2.2841,1.64
328,0,5,77,53,8,4,5.0487,0.92
328,1,4,82,22,8,4,4.8145,0.89
328,2,5,84,42,3,4,3.4581,0.65
328,3,3,76,43,4,4,3.1126,0.61
328,4,5,69,57,7,4,4.8954,0.95
329,0,3,75,41,2,8,2.5439,0.61
329,1,1,91,5,6,8,4.38,0.97
329,2,2,85,23,2,8,2.1348,0.49
329,3,4,74,17,5,8,4.2082,1.02
329,4,5,95,30,6,8,4.2333,0.96
329,5,3,78,19,7,8,4.2663,0.99
329,6,3,63,28,2,8,2.8971,0.67
329,7,1,87,24,5,8,2.5767,0.58
329,8,4,57,37,5,8,4.2303,1.0
329,9,2,88,30,6,8,3.1733,0.74
330,0,1,71,49,3,3,2.0841,0.68
330,1,4,74,48,5,3,3.8283,1.26
330,2,3,89,46,4,3,2.8374,0.94
331,0,4,90,60,9,4,4.6667,2.34
331,1,1,84,29,8,4,3.4648,1.67
332,0,3,74,24,7,3,4.2367,0.53
332,1,2,81,31,3,3,2.4026,0.3
332,2,2,70,16,7,3,4.125,0.54
332,3,5,74,21,8,3,5.3962,0.7
332,4,5,93,21,5,3,4.1162,0.54
332,5,1,89,46,9,3,3.5374,0.45
333,0,2,69,52,7,3,3.7123,0.71
333,1,2,55,32,6,3,3.8125,0.66
333,2,1,82,33,6,3,2.863,0.5
333,3,4,77,19,2,3,3.1863,0.56
333,4,1,74,21,5,3,2.8962,0.51
334,0,1,90,49,5,4,2.3041,0.28
334,1,3,87,44,4,4,2.8873,0.37
334,2,2,95,6,3,4,3.4667,0.43
334,3,3,79,13,2,4,2.9892,0.38
334,4,5,90,21,9,4,5.3762,0.71
334,5,1,74,30,5,4,2.7533,0.36
334,6,2,82,60,4,4,2.5267,0.33
334,7,2,68,15,10,4,5.1067,0.66
334,8,4,88,39,7,4,4.1964,0.53
335,0,3,73,20,4,8,3.44,0.79
335,1,4,77,11,6,8,4.7691,1.11
335,2,5,92,55,5,8,3.8418,0.83
335,3,4,65,26,8,8,5.0846,1.17
335,4,5,86,36,3,8,3.4578,0.76
335,5,1,78,54,6,8,2.8252,0.64
335,6,2,59,12,5,8,3.9533,0.9
335,7,1,89,44,6,8,2.6473,0.6
335,8,4,74,49,3,8,3.2241,0.7
335,9,1,49,55,3,8,2.5018,0.57
336,0,3,72,52,8,6,4.3523,1.89
336,1,1,86,15,7,6,3.4467,1.51
336,2,5,65,55,12,6,6.4818,2.78
337,0,2,85,38,5,4,2.8632,0.33
337,1,3,73,53,5,4,3.4287,0.36
337,2,3,66,18,6,4,4.2356,0.48
337,3,4,65,14,4,4,4.2143,0.46
337,4,1,85,21,3,4,2.0762,0.24
337,5,5,78,34,3,4,3.6341,0.39
337,6,5,71,51,8,4,5.1761,0.58
337,7,2,69,34,5,4,3.2141,0.34
337,8,4,81,42,5,4,3.7181,0.43
337,9,2,74,41,8,4,3.9639,0.44
338,0,3,95,40,9,4,4.25,1.22
338,1,2,78,31,3,4,2.4626,0.7
338,2,4,95,29,4,4,3.2448,0.94
338,3,1,66,20,6,4,3.38,1.05
339,0,3,89,22,2,6,2.4745,1.08
339,1,4,76,47,7,6,4.3928,1.84
339,2,5,80,33,4,6,3.903,1.59
339,3,3,68,46,5,6,3.5574,1.56
340,0,4,89,6,2,3,4.0867,2.01
340,1,1,86,60,4,3,2.0467,1.04
341,0,5,81,30,4,3,3.9133,0.45
341,1,1,92,11,8,3,3.8691,0.45
341,2,1,77,25,6,3,3.06,0.37
341,3,2,75,8,4,3,3.75,0.46
341,4,1,83,27,2,3,1.7104,0.21
341,5,2,91,29,4,3,2.5248,0.29
341,6,2,89,51,4,3,2.4161,0.28
341,7,5,61,51,4,3,4.1761,0.5
342,0,1,92,21,7,3,3.1362,0.28
342,1,5,81,51,7,3,4.6761,0.44
342,2,3,91,8,4,3,3.83,0.36
342,3,4,92,39,5,3,3.5164,0.32
342,4,5,95,58,2,3,2.8724,0.25
342,5,3,63,6,4,3,4.8067,0.45
342,6,2,69,5,5,3,4.92,0.45
342,7,4,78,30,9,3,5.0733,0.47
343,0,1,85,30,8,8,3.4333,2.66
343,1,2,67,46,8,8,4.0774,3.11
343,2,2,86,49,4,8,2.4841,2.09
344,0,2,89,56,4,3,2.3986,0.36
344,1,4,85,31,5,3,3.7226,0.58
344,2,1,78,55,3,3,1.9218,0.28
344,3,4,95,56,7,3,3.9786,0.57
344,4,5,75,28,5,3,4.3571,0.64
344,5,2,82,7,4,3,3.7886,0.56
345,0,5,82,52,7,7,4.6523,1.52
345,1,1,62,22,10,7,4.6145,1.39
345,2,2,71,31,10,7,4.7026,1.52
345,3,3,83,57,6,7,3.5154,1.13
345,4,4,90,10,6,7,4.6,1.46
346,0,4,74,28,4,3,3.6771,0.82
346,1,3,73,13,5,3,4.0092,0.95
346,2,5,71,40,8,3,5.23,1.23
347,0,1,66,52,8,3,3.6723,0.35
347,1,1,75,34,4,3,2.3941,0.23
347,2,2,66,28,8,3,4.2371,0.42
347,3,1,76,15,9,3,4.2467,0.4
347,4,2,65,11,4,3,3.6091,0.36
347,5,5,75,28,7,3,4.9571,0.45
347,6,4,64,52,8,3,4.9123,0.48
347,7,3,77,41,5,3,3.4039,0.34
348,0,4,71,10,7,8,5.28,2.32
348,1,4,64,46,6,8,4.3374,1.96
348,2,4,73,48,5,8,3.8483,1.79
348,3,3,64,50,7,8,4.22,1.93
349,0,2,82,35,3,3,2.3457,0.32
349,1,4,67,40,6,3,4.31,0.59
349,2,5,63,58,5,3,4.4124,0.56
349,3,2,81,16,5,3,3.305,0.46
349,4,2,85,5,5,3,4.6,0.62
349,5,4,62,43,3,3,3.4926,0.47
350,0,5,69,50,8,8,5.22,2.86
350,1,2,84,42,8,8,3.7581,2.23
350,2,1,72,8,9,8,4.91,2.92
351,0,4,87,52,5,7,3.5523,2.17
351,1,4,91,29,5,7,3.6248,2.29
351,2,5,81,46,6,7,4.3974,2.64
352,0,4,73,7,7,4,5.6686,1.94
352,1,1,94,58,6,4,2.4924,0.86
352,2,2,70,31,7,4,3.8226,1.24
353,0,4,93,41,6,3,3.7839,0.26
353,1,4,62,56,8,3,4.9386,0.37
353,2,2,55,22,4,3,3.3545,0.26
353,3,5,70,52,10,3,5.7923,0.4
353,4,5,82,60,9,3,5.2267,0.37
353,5,4,80,37,4,3,3.4703,0.26
353,6,4,60,59,2,3,3.1695,0.24
353,7,3,84,60,6,3,3.4867,0.25
353,8,2,67,45,5,3,3.1822,0.23
353,9,4,79,49,9,3,4.9241,0.35
354,0,2,70,52,9,6,4.2923,1.76
354,1,3,86,13,5,6,3.7492,1.58
354,2,3,89,60,6,6,3.3867,1.41
354,3,2,75,41,5,6,3.0439,1.24
355,0,3,57,17,8,6,5.0482,1.5
355,1,2,64,31,9,6,4.5426,1.34
355,2,2,61,45,8,6,4.2022,1.24
355,3,2,79,33,5,6,3.023,0.9
355,4,1,74,50,5,6,2.62,0.82
356,0,1,78,45,7,8,3.1622,1.38
356,1,2,84,9,7,8,4.3311,1.88
356,2,1,82,47,9,8,3.6728,1.69
356,3,1,76,49,5,8,2.5841,1.12
356,4,3,54,49,7,8,4.4241,2.01
357,0,5,95,25,4,4,3.7,0.57
357,1,5,90,23,3,4,3.5348,0.52
357,2,3,82,15,3,4,3.1267,0.45
357,3,3,85,8,6,4,4.55,0.67
357,4,1,86,14,4,4,2.5943,0.39
357,5,5,92,13,4,4,4.1292,0.59
357,6,2,73,53,3,4,2.4287,0.36
357,7,3,95,39,4,4,2.7564,0.41
358,0,4,78,21,13,7,6.4162,2.0
358,1,4,92,18,4,7,3.5156,1.1
358,2,2,72,59,7,7,3.6295,1.07
358,3,4,82,46,4,7,3.3774,1.01
358,4,2,85,25,6,7,3.3,1.03
358,5,1,70,34,5,7,2.7941,0.83
359,0,4,63,56,7,5,4.6186,0.6
359,1,2,79,43,6,5,3.2526,0.41
359,2,4,73,44,7,5,4.4673,0.53
359,3,3,75,16,7,5,4.425,0.54
359,4,3,56,59,9,5,4.9495,0.64
359,5,3,73,20,8,5,4.64,0.57
359,6,2,80,47,10,5,4.4128,0.58
359,7,5,71,11,5,5,4.9891,0.62
359,8,2,61,30,8,5,4.3133,0.52
360,0,1,71,7,3,7,3.3086,1.58
360,1,5,78,59,5,7,4.1095,1.85
